LOCATION,latitude,longitude,incidence,RISK,100,cfr,Z,NEW CASES,TOTAL CASES,NEW DEATHS,TOTAL DEATHS,rank
Fulton|Pennsylvania|US,39.92913544,-78.11163677,151.4108741,0.096774194,9.677419355,6.451612903,0.666666667,3,31,0,2,2686
Cotton|Oklahoma|US,34.28845626,-98.37053567,300.0352983,0.12,12,8,0.666666667,3,25,0,2,2709
Gallatin|Illinois|US,37.76430935,-88.22953869,869.925435,0.05,5,3.333333333,0.666666667,3,60,0,2,2535
Anderson|Tennessee|US,36.12684348,-84.19965764,714.4898542,0.014492754,1.449275362,0.966183575,0.666666667,12,828,1,8,1530
Snyder|Pennsylvania|US,40.77129231,-77.06840691,227.8807094,0.02189781,2.189781022,1.459854015,0.666666667,3,137,0,2,1987
Pamlico|North Carolina|US,35.15253315,-76.66559823,424.3281471,0.035714286,3.571428571,2.380952381,0.666666667,3,84,0,2,2388
Howell|Missouri|US,36.77383887,-91.88683935,306.6031857,0.015075377,1.507537688,1.005025126,0.666666667,3,199,0,2,1566
Long|Georgia|US,31.75218791,-81.74952375,567.5136766,0.017647059,1.764705882,1.176470588,0.666666667,3,170,0,2,1769
Sioux|North Dakota|US,46.11323337,-101.0440149,1347.51773,0.027522936,2.752293578,1.834862385,0.666666667,3,109,0,2,2184
Wayne|Iowa|US,40.73969028,-93.32752197,232.8830927,0.088235294,8.823529412,5.882352941,0.666666667,3,34,0,2,2676
Gem|Idaho|US,44.06482372,-116.398376,795.0530035,0.014634146,1.463414634,0.975609756,0.666666667,3,205,0,2,1539
Fulton|Indiana|US,41.0469907,-86.26252745,650.8460999,0.015706806,1.570680628,1.047120419,0.666666667,3,191,0,2,1618
Lewis and Clark|Montana|US,47.12610041,-112.394698,171.3907132,0.015706806,1.570680628,1.047120419,0.666666667,3,191,0,2,1618
Delaware|Iowa|US,42.47104597,-91.3664492,482.0410323,0.018518519,1.851851852,1.234567901,0.666666667,3,162,0,2,1823
Henry|Kentucky|US,38.44942688,-85.11587507,539.5014263,0.019354839,1.935483871,1.290322581,0.666666667,3,155,0,2,1873
Grady|Georgia|US,30.87454847,-84.23418364,1571.063208,0.019512195,1.951219512,1.300813008,0.666666667,12,615,1,8,1877
Brown|Minnesota|US,44.24205652,-94.72562874,311.9001919,0.028301887,2.830188679,1.886792453,0.666666667,3,106,0,2,2207
Polk|Minnesota|US,47.77372465,-96.40134647,395.357735,0.033707865,3.370786517,2.247191011,0.666666667,6,178,0,4,2349
Geary|Kansas|US,38.99871131,-96.7577178,397.8528576,0.016216216,1.621621622,1.081081081,0.666666667,3,185,0,2,1665
Lewis|Washington|US,46.57756476,-122.3925769,205.6822828,0.02006689,2.006688963,1.337792642,0.666666667,6,299,0,4,1903
Trempealeau|Wisconsin|US,44.30360275,-91.35893614,961.246585,0.007594937,0.759493671,0.506329114,0.666666667,3,395,0,2,756
Oglala Lakota|South Dakota|US,43.33749164,-102.5555498,987.5149891,0.018404908,1.840490798,1.226993865,0.666666667,3,163,0,2,1815
Floyd|Kentucky|US,37.56213922,-82.74750924,219.1688443,0.022727273,2.272727273,1.515151515,0.666666667,3,132,0,2,2023
Lee|Virginia|US,36.70586667,-83.12606515,367.1604833,0.019230769,1.923076923,1.282051282,0.666666667,3,156,0,2,1870
Kewaunee|Wisconsin|US,44.51727459,-87.61468386,533.4246843,0.019230769,1.923076923,1.282051282,0.666666667,3,156,0,2,1870
Meigs|Tennessee|US,35.51558739,-84.81482914,700.3703107,0.02238806,2.23880597,1.492537313,0.666666667,3,134,0,2,2006
Lyon|Nevada|US,39.01777974,-119.1870479,326.8996696,0.030716724,3.071672355,2.04778157,0.666666667,9,293,0,6,2282
Wilbarger|Texas|US,34.07945812,-99.24178437,336.7530739,0.031578947,3.157894737,2.105263158,0.666666667,3,95,0,2,2307
Saline|Arkansas|US,34.64916145,-92.67583224,675.4494148,0.010972933,1.097293343,0.731528895,0.666666667,15,1367,0,10,1159
Lafayette|Missouri|US,39.06986886,-93.78076396,443.3166198,0.014423077,1.442307692,0.961538462,0.666666667,3,208,0,2,1520
Sheboygan|Wisconsin|US,43.72099677,-87.94579284,496.7920929,0.012917115,1.291711518,0.861141012,0.666666667,12,929,0,8,1365
Gibson|Indiana|US,38.30393723,-87.58054938,573.3979025,0.021276596,2.127659574,1.418439716,0.666666667,6,282,0,4,1957
Campbell|Tennessee|US,36.40355516,-84.1510856,#N/A,0.010169492,1.016949153,0.677966102,0.666666667,3,295,0,2,1070
Auglaize|Ohio|US,40.55998859,-84.2242143,#N/A,0.034090909,3.409090909,2.272727273,0.666666667,12,352,0,8,2356
Shelby|Ohio|US,40.33163494,-84.20258189,284.0090554,0.021052632,2.105263158,1.403508772,0.666666667,6,285,0,4,1942
Crawford|Pennsylvania|US,41.68447709,-80.10760592,144.1586217,0.016304348,1.630434783,1.086956522,0.666666667,3,184,0,2,1672
Chester|Tennessee|US,35.42527478,-88.6095842,988.6107417,0.018461538,1.846153846,1.230769231,0.666666667,6,325,0,4,1818
Scotland|North Carolina|US,34.8386299,-79.4757978,743.7613072,0.021978022,2.197802198,1.465201465,0.666666667,12,546,0,8,1991
Augusta|Virginia|US,38.16404586,-79.12461614,325.5777019,0.017595308,1.759530792,1.173020528,0.666666667,6,341,0,4,1765
Winnebago|Iowa|US,43.37751174,-93.73407298,685.7253235,0.021126761,2.112676056,1.408450704,0.666666667,3,142,0,2,1946
Daviess|Kentucky|US,37.73028906,-87.0901948,#N/A,0.017123288,1.712328767,1.141552511,0.666666667,15,876,0,10,1737
Champaign|Ohio|US,40.13923427,-83.76875242,244.3101453,0.013043478,1.304347826,0.869565217,0.666666667,3,230,0,2,1382
Ottawa|Oklahoma|US,36.83532655,-94.81011909,999.1325859,0.012987013,1.298701299,0.865800866,0.666666667,6,462,1,4,1375
Vermilion|Illinois|US,40.18417171,-87.73384359,248.1586103,0.010526316,1.052631579,0.701754386,0.666666667,3,285,0,2,1105
Israel,31.0461,34.8516,#N/A,0.011939215,1.193921497,0.803468945,0.672966311,1217,101933,10,819,1275
Orange|North Carolina|US,36.06092947,-79.12167935,841.8869043,0.040929204,4.092920354,2.765486726,0.675675676,74,1808,1,50,2454
Rio Grande do Sul|Brazil,-30.0346,-51.2177,584.2630185,0.041382225,4.138222512,2.798629168,0.676287744,4504,108839,53,3046,2460
Putnam|Tennessee|US,36.14005459,-85.50646123,1871.767711,0.016030174,1.603017445,1.084394154,0.676470588,34,2121,0,23,1647
Qatar,25.3548,51.1839,3834.00554,0.002432236,0.243223569,0.165289256,0.679577465,284,116765,0,193,143
Kurgan Oblast|Russia,55.7655302,64.5632681,260.0714102,0.009002521,0.900252071,0.612171408,0.68,25,2777,0,17,941
Magadan Oblast|Russia,62.48858785,153.9903764,900.8196209,0.014164306,1.416430595,0.963172805,0.68,25,1765,1,17,1494
Washington|Wisconsin|US,43.36863664,-88.22974712,581.472279,0.026370576,2.637057599,1.804302568,0.684210526,38,1441,1,26,2156
Panola|Mississippi|US,34.36398677,-89.95064249,2535.680861,0.02359642,2.359641985,1.6273393,0.689655172,29,1229,0,20,2061
Fukuoka|Japan,33.526032,130.666949,34.34777148,0.016761154,1.676115356,1.158491496,0.691176471,68,4057,1,47,1715
Mykolaiv Oblast|Ukraine,46.975,31.9946,22.91812796,0.02771855,2.771855011,1.918976546,0.692307692,26,938,0,18,2193
Dale|Alabama|US,31.43037123,-85.61095742,1500.854145,0.054507338,5.450733753,3.773584906,0.692307692,52,954,1,36,2568
Richmond|North Carolina|US,35.00417719,-79.74491009,1050.659172,0.02134647,2.134646962,1.477832512,0.692307692,13,609,0,9,1959
Apurimac|Peru,-14.027713,-72.975378,199.2105874,0.039122137,3.91221374,2.719465649,0.695121951,82,2096,1,57,2432
Kalmykia Republic|Russia,46.2313018,45.3275745,940.0427721,0.018806214,1.880621423,1.308258381,0.695652174,69,3669,0,48,1838
Sutter|California|US,39.03417539,-121.6945899,753.8336204,0.008176615,0.817661488,0.572363042,0.7,10,1223,0,7,853
Maui|Hawaii|US,20.86399628,-156.5689097,#N/A,0.035842294,3.584229391,2.508960573,0.7,10,279,0,7,2389
Camden|Georgia|US,30.92951916,-81.66601818,1081.110745,0.010718114,1.071811361,0.750267953,0.7,10,933,0,7,1126
Guyana,4.8604,-58.9302,#N/A,0.047567568,4.756756757,3.351351351,0.704545455,44,925,1,31,2517
Dane|Wisconsin|US,43.06601594,-89.41733797,732.9498166,0.010884623,1.0884623,0.771818722,0.709090909,55,5053,0,39,1146
Coquimbo|Chile,-29.959,-71.3389,813.1090068,0.017640449,1.764044944,1.258426966,0.713375796,157,8900,3,112,1767
Dodge|Georgia|US,32.17265114,-83.16948926,888.1339481,0.025,2.5,1.785714286,0.714285714,7,280,0,5,2122
Hood|Texas|US,32.42990927,-97.83242024,652.1421735,0.039829303,3.982930299,2.844950213,0.714285714,28,703,2,20,2442
Marlboro|South Carolina|US,34.59905577,-79.67561152,1565.969829,0.011111111,1.111111111,0.793650794,0.714285714,7,630,0,5,1184
Nassau|Florida|US,30.61037141,-81.80297522,1170.098731,0.014423077,1.442307692,1.03021978,0.714285714,21,1456,0,15,1520
Bertie|North Carolina|US,36.0688473,-76.96545943,1192.800971,0.019774011,1.97740113,1.412429379,0.714285714,7,354,0,5,1894
Seminole|Oklahoma|US,35.16478725,-96.61686741,737.9008987,0.024647887,2.464788732,1.76056338,0.714285714,7,284,0,5,2103
Union|South Carolina|US,34.68835752,-81.61730349,1123.883438,0.016509434,1.650943396,1.179245283,0.714285714,7,424,0,5,1692
Hancock|Ohio|US,41.00250487,-83.66838948,383.9911326,0.014957265,1.495726496,1.068376068,0.714285714,7,468,0,5,1559
Jefferson|Florida|US,30.43669112,-83.89442308,1347.746736,0.014344262,1.43442623,1.024590164,0.714285714,7,488,0,5,1513
Saratov Oblast|Russia,51.6520555,46.8631952,377.920786,0.008265182,0.826518183,0.591613015,0.715789474,95,11494,0,68,863
DeSoto|Mississippi|US,34.87625235,-89.99091418,1655.627349,0.012505899,1.250589901,0.896649363,0.716981132,53,4238,1,38,1329
Rajasthan|India,26.583423,73.847973,49.54173494,0.018913144,1.891314391,1.362901363,0.720610687,1310,69264,11,944,1849
Forsyth|Georgia|US,34.22604035,-84.1231513,#N/A,0.015373615,1.537361459,1.108330354,0.720930233,43,2797,0,31,1589
Poltava Oblast|Ukraine,49.5883,34.5514,30.77606379,0.034591195,3.459119497,2.51572327,0.727272727,22,636,0,16,2366
Sedgwick|Kansas|US,37.6842718,-97.4608198,767.7669647,0.010626308,1.062630816,0.772822412,0.727272727,66,6211,0,48,1113
Franklin|Missouri|US,38.41127108,-91.07522826,471.3033943,0.030805687,3.08056872,2.251184834,0.730769231,26,844,0,19,2286
Madison|Ohio|US,39.89381073,-83.40178317,688.5605061,0.023183926,2.318392581,1.70015456,0.733333333,15,647,0,11,2042
Prince Edward|Virginia|US,37.22554789,-78.43597949,1315.674064,0.032188841,3.21888412,2.360515021,0.733333333,15,466,0,11,2316
Fresno|California|US,36.75733899,-119.6466953,1432.487807,0.013353765,1.335376532,0.989492119,0.740983607,305,22840,18,226,1416
Kuwait,29.3117,47.4818,#N/A,0.008604625,0.860462499,0.641594857,0.745639535,688,79957,2,513,901
Watonwan|Minnesota|US,43.97823903,-94.61413846,2734.697623,0.01,1,0.75,0.75,4,400,0,3,1055
Roscommon|Michigan|US,44.33473082,-84.61067651,195.6784212,0.0625,6.25,4.6875,0.75,4,64,0,3,2612
Washington|Georgia|US,32.96711864,-82.79357039,1899.479729,0.006861063,0.686106346,0.51457976,0.75,4,583,0,3,675
Wythe|Virginia|US,36.91582035,-81.07834059,341.6538837,0.02919708,2.919708029,2.189781022,0.75,4,137,0,3,2238
Branch|Michigan|US,41.91600556,-85.05929476,719.2591401,0.010025063,1.002506266,0.751879699,0.75,4,399,0,3,1058
Pontotoc|Mississippi|US,34.226046,-89.03636807,2091.751103,0.012409514,1.240951396,0.930713547,0.75,12,967,0,9,1315
Huntington|Indiana|US,40.82907273,-85.48822092,325.8488499,0.026845638,2.684563758,2.013422819,0.75,4,149,0,3,2166
Glades|Florida|US,26.95635849,-81.18996211,2816.595467,0.009009009,0.900900901,0.675675676,0.75,4,444,0,3,948
Rusk|Texas|US,32.10773545,-94.76176432,602.8746829,0.009009009,0.900900901,0.675675676,0.75,4,444,0,3,948
Lancaster|South Carolina|US,34.68270843,-80.70513032,1023.34408,0.026367831,2.636783125,1.977587343,0.75,40,1517,2,30,2155
McIntosh|Georgia|US,31.49683595,-81.40163426,980.6649047,0.017316017,1.731601732,1.298701299,0.75,4,231,0,3,1748
Spencer|Indiana|US,38.01519732,-87.0079644,542.4865611,0.027027027,2.702702703,2.027027027,0.75,4,148,0,3,2170
Greene|Arkansas|US,36.1173546,-90.55832668,617.7606178,0.006968641,0.696864111,0.522648084,0.75,4,574,0,3,684
Macon|Illinois|US,39.86064913,-88.96342505,407.6570297,0.038461538,3.846153846,2.884615385,0.75,32,832,0,24,2425
Halifax|North Carolina|US,36.25669272,-77.6556109,1189.762048,0.014888337,1.488833747,1.11662531,0.75,12,806,0,9,1556
Togo,8.6195,0.8248,10.96785657,0.028235294,2.823529412,2.117647059,0.75,36,1275,0,27,2205
Meade|Kentucky|US,37.96163597,-86.21028219,272.9945401,0.034188034,3.418803419,2.564102564,0.75,4,117,0,3,2358
Benton|Minnesota|US,45.69804958,-93.99514135,719.0197853,0.011428571,1.142857143,0.857142857,0.75,4,350,0,3,1216
Conway|Arkansas|US,35.26205537,-92.70506566,638.0120887,0.021276596,2.127659574,1.595744681,0.75,4,188,0,3,1957
Burleson|Texas|US,30.49273808,-96.62158484,1236.241392,0.029090909,2.909090909,2.181818182,0.75,8,275,0,6,2234
Dade|Georgia|US,34.8549167,-85.50490424,651.5264334,0.02259887,2.259887006,1.694915254,0.75,4,177,1,3,2015
Beaufort|North Carolina|US,35.48531943,-76.84325809,704.3452356,0.024439919,2.443991853,1.83299389,0.75,12,491,0,9,2098
Stokes|North Carolina|US,36.4017975,-80.23893369,526.4196881,0.012578616,1.257861635,0.943396226,0.75,4,318,0,3,1336
Alcorn|Mississippi|US,34.88084463,-88.57996173,895.7324169,0.015810277,1.581027668,1.185770751,0.75,8,506,0,6,1623
Greene|North Carolina|US,35.48544173,-77.67578087,1362.190897,0.011019284,1.101928375,0.826446281,0.75,4,363,0,3,1168
Aichi|Japan,35.035551,137.211621,21.27845795,0.016662642,1.666264187,1.25573533,0.753623188,69,4141,0,52,1703
Oklahoma|Oklahoma|US,35.55140095,-97.40716948,1087.111911,0.01494207,1.494206952,1.134638434,0.759358289,187,12515,3,142,1558
Mendocino|California|US,39.4381191,-123.3911313,337.7560548,0.034710744,3.47107438,2.644628099,0.761904762,21,605,2,16,2368
Orenburg Oblast|Russia,52.0269262,54.7276647,344.2853387,0.010145086,1.014508563,0.77451729,0.76344086,93,9167,0,71,1068
Monroe|Michigan|US,41.92734151,-83.53749864,567.4418605,0.029059829,2.905982906,2.222222222,0.764705882,34,1170,1,26,2232
West Bank and Gaza,31.9522,35.2332,226.368522,0.008822256,0.88222559,0.676553367,0.766871166,163,18476,3,125,915
Henry|Virginia|US,36.68542395,-79.87634026,923.709872,0.024291498,2.429149798,1.889338731,0.777777778,18,741,0,14,2086
Dinwiddie|Virginia|US,37.07544585,-77.63451754,686.6591928,0.034615385,3.461538462,2.692307692,0.777777778,9,260,0,7,2367
Nash|North Carolina|US,35.96575634,-77.98422508,1021.230567,0.018672199,1.867219917,1.452282158,0.777777778,27,1446,4,21,1830
McNairy|Tennessee|US,35.17468549,-88.5647812,1101.424457,0.018672199,1.867219917,1.452282158,0.777777778,9,482,0,7,1830
Jasper|Illinois|US,39.01054275,-88.15437049,520.2913632,0.103448276,10.34482759,8.045977011,0.777777778,9,87,0,7,2695
Washington|Oregon|US,45.55972701,-123.0955257,448.8091597,0.011654349,1.165434906,0.909607732,0.780487805,41,3518,0,32,1239
Randall|Texas|US,34.96585996,-101.8971322,1109.553927,0.015670911,1.567091087,1.224289912,0.78125,32,2042,0,25,1615
Sevier|Tennessee|US,35.78077323,-83.52244332,1600,0.006542056,0.654205607,0.514018692,0.785714286,14,2140,0,11,628
Surry|North Carolina|US,36.41689489,-80.69102283,1159.0488,0.013011152,1.301115242,1.022304833,0.785714286,14,1076,0,11,1377
Punjab|India,30.841465,75.40879,51.27835417,0.0323795,3.237949954,2.549024432,0.787234043,1316,40643,45,1036,2323
Biobio|Chile,-37.4464,-72.1416,715.246932,0.014330791,1.433079148,1.1306863,0.788990826,218,15212,2,172,1512
Tulsa|Oklahoma|US,36.11939621,-95.94013939,1325.450616,0.012894801,1.289480127,1.020158329,0.791139241,158,12253,2,125,1362
Calhoun|Alabama|US,33.77483727,-85.82630386,1141.675102,0.013589503,1.358950328,1.077788191,0.793103448,29,2134,0,23,1439
Baldwin|Alabama|US,30.72774991,-87.72207058,1336.713941,0.009908348,0.990834778,0.792667823,0.8,40,4037,0,32,1042
Pierce|Wisconsin|US,44.71850291,-92.4224416,374.2339898,0.018796992,1.879699248,1.503759398,0.8,5,266,0,4,1837
Cleburne|Alabama|US,33.67679204,-85.52005899,737.7598927,0.028409091,2.840909091,2.272727273,0.8,5,176,1,4,2210
Montgomery|Illinois|US,39.23198845,-89.47809254,468.0791159,0.046728972,4.672897196,3.738317757,0.8,10,214,0,8,2511
Clinton|New York|US,44.74530905,-73.67875352,155.3084426,0.035460993,3.546099291,2.836879433,0.8,5,141,0,4,2375
Denton|Texas|US,33.20521901,-97.11691153,731.8472465,0.015942826,1.594282573,1.275426058,0.8,145,9095,0,116,1643
Franklin|Tennessee|US,35.15634626,-86.09201039,573.3510235,0.011990408,1.199040767,0.959232614,0.8,5,417,0,4,1279
McIntosh|Oklahoma|US,35.37235506,-95.66599306,719.5345989,0.022522523,2.252252252,1.801801802,0.8,5,222,1,4,2012
Henry|Iowa|US,40.98767962,-91.54436349,541.2448632,0.024752475,2.475247525,1.98019802,0.8,5,202,0,4,2108
Madison|Florida|US,30.44396917,-83.47398594,3152.544206,0.018248175,1.824817518,1.459854015,0.8,15,822,0,12,1807
Rivne Oblast|Ukraine,50.6199,26.2516,513.4360033,0.01729691,1.729691041,1.383752833,0.8,145,8383,1,116,1747
DeKalb|Indiana|US,41.39804622,-84.99906934,480.7360552,0.018181818,1.818181818,1.454545455,0.8,5,275,0,4,1804
Hopewell|Virginia|US,37.29186313,-77.29754684,1122.997026,0.015923567,1.592356688,1.27388535,0.8,5,314,0,4,1641
Cullman|Alabama|US,34.13020303,-86.86888037,1253.461943,0.011021308,1.102130786,0.881704629,0.8,15,1361,0,12,1169
Coles|Illinois|US,39.51949084,-88.22358557,723.0200905,0.034255599,3.425559947,2.766798419,0.807692308,26,759,0,21,2360
Peoria|Illinois|US,40.78702156,-89.76078901,663.5822278,0.02194211,2.194211018,1.774042951,0.808510638,47,2142,0,38,1988
Clinton|Illinois|US,38.60704876,-89.42385254,854.5870827,0.036585366,3.658536585,2.961672474,0.80952381,21,574,0,17,2401
Henry|Georgia|US,33.4533428,-84.1481466,#N/A,0.019818938,1.98189381,1.614876437,0.814814815,81,4087,7,66,1898
Scott|Iowa|US,41.63935978,-90.61959493,891.6232516,0.011044177,1.104417671,0.903614458,0.818181818,22,1992,0,18,1172
Pemiscot|Missouri|US,36.2130572,-89.78742322,1227.459665,0.037414966,3.741496599,3.06122449,0.818181818,11,294,0,9,2412
Fauquier|Virginia|US,38.73564842,-77.80647472,801.7185701,0.016224189,1.622418879,1.327433628,0.818181818,11,678,0,9,1666
Jeff Davis|Georgia|US,31.80405727,-82.6372487,2236.189216,0.018581081,1.858108108,1.52027027,0.818181818,11,592,1,9,1825
Bryan|Georgia|US,32.00979311,-81.44002948,1307.189542,0.014012739,1.401273885,1.146496815,0.818181818,11,785,0,9,1478
Jharkhand|India,23.654536,85.557631,26.34350857,0.013125197,1.312519688,1.07801617,0.821333333,375,28571,11,308,1387
Carter|Tennessee|US,36.28969086,-82.12588974,627.7597489,0.023909986,2.390998594,1.969057665,0.823529412,17,711,0,14,2075
Fayette|Kentucky|US,38.0368225,-84.45576892,805.8127445,0.017203714,1.720371382,1.419989077,0.825396825,63,3662,0,52,1741
San Francisco|California|US,37.75215114,-122.4385672,728.6038553,0.01012399,1.012399044,0.841769992,0.831460674,89,8791,2,74,1066
Jefferson|Tennessee|US,36.04818632,-83.45148924,827.5988623,0.00872093,0.872093023,0.726744186,0.833333333,6,688,0,5,909
Eddy|New Mexico|US,32.47167456,-104.3053527,408.8265481,0.014492754,1.449275362,1.207729469,0.833333333,6,414,0,5,1530
Gilmer|Georgia|US,34.69316688,-84.45802506,1498.294495,0.008415147,0.841514727,0.701262272,0.833333333,6,713,0,5,881
Hockley|Texas|US,33.60771256,-102.3431676,768.8632119,0.024793388,2.479338843,2.066115702,0.833333333,6,242,0,5,2110
Jones|Georgia|US,33.02512137,-83.56019163,842.1785279,0.015873016,1.587301587,1.322751323,0.833333333,6,378,0,5,1638
Karachay-Cherkess Republic|Russia,43.7368326,41.7267991,950.6653371,0.006508503,0.650850304,0.545874449,0.838709677,31,4763,0,26,620
Chesapeake|Virginia|US,36.67670048,-76.30545744,976.5760614,0.014442519,1.444251878,1.213171577,0.84,50,3462,1,42,1522
Kyoto|Japan,35.253815,135.443341,29.34621056,0.01914242,1.91424196,1.607963247,0.84,25,1306,0,21,1861
Larimer|Colorado|US,40.66671597,-105.4625784,374.055405,0.024581006,2.458100559,2.067039106,0.840909091,44,1790,0,37,2102
Yaroslavl Oblast|Russia,57.7781976,39.0021095,473.7359404,0.005519245,0.551924473,0.464778504,0.842105263,38,6885,0,32,494
Ventura|California|US,34.44465746,-119.0910613,839.5921542,0.012265585,1.22655854,1.033958439,0.842975207,121,9865,1,102,1304
St. Joseph|Michigan|US,41.91441767,-85.52797979,903.8120858,0.01978691,1.97869102,1.674277017,0.846153846,13,657,1,11,1895
Alamance|North Carolina|US,36.0434701,-79.39976137,1239.462211,0.018322763,1.832276251,1.550387597,0.846153846,52,2838,0,44,1809
West Bengal|India,23.814082,87.979803,67.95750794,0.023835511,2.383551137,2.018496121,0.846844059,3232,135596,48,2737,2071
Kern|California|US,35.34329425,-118.7277796,2045.207631,0.010123653,1.012365319,0.860510521,0.85,280,27658,9,238,1065
Eau Claire|Wisconsin|US,44.726614,-91.28609183,441.4884468,0.009915014,0.991501416,0.849858357,0.857142857,7,706,2,6,1045
Lamar|Mississippi|US,31.20572971,-89.5077704,1678.164912,0.020618557,2.06185567,1.76730486,0.857142857,28,1358,0,24,1922
Lauderdale|Tennessee|US,35.75893438,-89.6301591,#N/A,0.022544283,2.254428341,1.93236715,0.857142857,14,621,0,12,2013
Clay|Missouri|US,39.31132056,-94.41850862,342.8713172,0.02811245,2.81124498,2.409638554,0.857142857,35,1245,0,30,2202
Barren|Kentucky|US,36.96469836,-85.93338945,682.5012995,0.014861996,1.486199575,1.27388535,0.857142857,7,471,0,6,1553
Cabo Verde,15.1111,-23.6167,#N/A,0.012445731,1.244573082,1.070911722,0.860465116,43,3455,0,37,1323
Clermont|Ohio|US,39.04847534,-84.15375786,383.6688821,0.013250883,1.325088339,1.148409894,0.866666667,15,1132,0,13,1401
Norfolk|Virginia|US,36.89934014,-76.26420872,1268.836872,0.010806916,1.080691643,0.936599424,0.866666667,45,4164,0,39,1141
Bashkortostan Republic|Russia,54.8573563,57.1439682,165.1616066,0.004133333,0.413333333,0.36,0.870967742,31,7500,0,27,309
New Hanover|North Carolina|US,34.25758282,-77.87075626,973.6728749,0.008489565,0.848956491,0.74283693,0.875,24,2827,0,21,890
Madison|Georgia|US,34.12920917,-83.21218732,1017.402945,0.016293279,1.629327902,1.425661914,0.875,8,491,0,7,1669
Warren|Tennessee|US,35.6728299,-85.77969117,845.5071832,0.011363636,1.136363636,0.994318182,0.875,8,704,1,7,1212
United Arab Emirates,23.4241,53.8478,#N/A,0.006364742,0.636474173,0.55841602,0.877358491,424,66617,2,372,595
Argentina,-38.4161,-63.6167,410.1555771,0.023037274,2.303727413,2.033242083,0.882587962,7759,336802,118,6848,2035
Placer|California|US,39.06167234,-120.7240569,457.4108338,0.012773723,1.277372263,1.131386861,0.885714286,35,2740,1,31,1351
Mississippi|Arkansas|US,35.76271485,-90.0519437,1594.056727,0.014411529,1.441152922,1.28102482,0.888888889,18,1249,0,16,1517
White|Arkansas|US,35.25688493,-91.74908296,308.5596739,0.020089286,2.008928571,1.785714286,0.888888889,9,448,1,8,1905
Canyon|Idaho|US,43.61970148,-116.7095499,1999.138565,0.010690423,1.069042316,0.950259837,0.888888889,72,6735,1,64,1123
Eaton|Michigan|US,42.59599185,-84.83740035,400.841586,0.018442623,1.844262295,1.639344262,0.888888889,9,488,0,8,1816
Malheur|Oregon|US,43.1937027,-117.6227395,2073.860849,0.017839445,1.7839445,1.585728444,0.888888889,18,1009,0,16,1781
Fort Bend|Texas|US,29.52704478,-95.77219463,857.4723293,0.017101325,1.710132535,1.524868177,0.891666667,240,14034,3,214,1736
Los Lagos|Chile,-41.9198,-72.1416,456.7350623,0.011737089,1.17370892,1.056338028,0.9,70,5964,2,63,1247
Walker|Georgia|US,34.73376362,-85.30165174,746.8356245,0.023255814,2.325581395,2.104097453,0.904761905,21,903,0,19,2050
Lancaster|Nebraska|US,40.78416049,-96.68777155,929.8317089,0.006121313,0.61213133,0.556483027,0.909090909,22,3594,0,20,564
Monroe|Tennessee|US,35.44550387,-84.24902965,655.2798367,0.018612521,1.861252115,1.692047377,0.909090909,11,591,0,10,1827
Midland|Michigan|US,43.64330771,-84.38804374,347.5395642,0.028947368,2.894736842,2.631578947,0.909090909,11,380,0,10,2229
Chilton|Alabama|US,32.85044126,-86.7173256,1463.041325,0.01191766,1.19176598,1.083423619,0.909090909,11,923,0,10,1272
Stearns|Minnesota|US,45.55192576,-94.61078221,1715.349992,0.007489417,0.748941713,0.683816346,0.913043478,23,3071,0,21,747
Moore|North Carolina|US,35.30885257,-79.48474178,850.5154639,0.019641332,1.964133219,1.793339026,0.913043478,23,1171,0,21,1885
Lenoir|North Carolina|US,35.2403259,-77.64245615,#N/A,0.016997167,1.699716714,1.558073654,0.916666667,12,706,0,11,1731
Comanche|Oklahoma|US,34.65973764,-98.47195055,621.9513205,0.012012012,1.201201201,1.101101101,0.916666667,12,999,0,11,1281
Franklin|Kentucky|US,38.2379395,-84.87962551,466.7490341,0.028037383,2.803738318,2.570093458,0.916666667,12,428,0,11,2198
Kiev|Ukraine,50.4501,30.5234,275.5523926,0.015555749,1.555574867,1.433909794,0.921787709,179,11507,7,165,1606
Prentiss|Mississippi|US,34.61810501,-88.51986294,1221.841917,0.023297491,2.329749104,2.150537634,0.923076923,13,558,0,12,2051
Danville|Virginia|US,36.58022376,-79.40395668,726.7006293,0.024299065,2.429906542,2.242990654,0.923076923,13,535,0,12,2087
Hertford|North Carolina|US,36.3607755,-76.98104134,1119.229632,0.028888889,2.888888889,2.666666667,0.923076923,13,450,0,12,2227
Coweta|Georgia|US,33.35334302,-84.76129976,858.5338262,0.014198783,1.419878296,1.318458418,0.928571429,28,1972,0,26,1497
Waukesha|Wisconsin|US,43.01833055,-88.30431188,836.2238309,0.014387109,1.438710915,1.342796854,0.933333333,75,5213,0,70,1514
Richmond City|Virginia|US,37.53255773,-77.47966921,1239.823639,0.012965051,1.296505073,1.211950395,0.934782609,46,3548,0,43,1368
Muskogee|Oklahoma|US,35.61318461,-95.37802952,604.4384311,0.025914634,2.591463415,2.43902439,0.941176471,17,656,0,16,2142
Amazonas|Peru,-5.077253,-78.050172,1241.330834,0.021864595,2.186459489,2.064372919,0.944162437,197,9010,0,186,1986
